duid,district,lon,lat,height_m,storeys,current_name,proposed_name,grade,name_source,agreeing_sources,confidence,match_distance_m,inside_footprint,method,developer,project,changed
DXB-ALWASL-c01af4ba79,alwasl,55.257788,25.208201,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-967f3d26a8,alwasl,55.257648,25.208089,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-cb6bb468d9,alwasl,55.257674,25.208012,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-7f86f6cb07,alwasl,55.25754,25.207819,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-8f8c79ce09,alwasl,55.25743,25.207745,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-00a44458e1,alwasl,55.257414,25.207635,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-2e3eb7e518,alwasl,55.257285,25.207439,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-0948f8d9d0,alwasl,55.256812,25.208539,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-1b4c55f598,alwasl,55.25698,25.208718,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-3df9dc19d5,alwasl,55.257179,25.208709,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-7468c232cc,alwasl,55.25749,25.208545,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-ee057df5ce,alwasl,55.257401,25.208432,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-a365d6f4db,alwasl,55.25754,25.208331,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-8f5389fb80,alwasl,55.257101,25.209698,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-31237d2be4,alwasl,55.25702,25.209579,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-0d4985718f,alwasl,55.257376,25.209463,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-f7604fb5eb,alwasl,55.257887,25.209288,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-0842e1ce50,alwasl,55.258096,25.209594,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-dee9d95053,alwasl,55.257919,25.209466,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-b1ccd47ed5,alwasl,55.256868,25.209059,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-9576a7e99b,alwasl,55.258197,25.209462,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-51a40ae5e6,alwasl,55.258102,25.209309,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-460b53ac61,alwasl,55.25823,25.20899,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-108ec46cb2,alwasl,55.258101,25.208748,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-712f9c1a0f,alwasl,55.256623,25.209237,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-d51f842415,alwasl,55.257134,25.209246,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-33cad406e4,alwasl,55.25729,25.209061,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-139bc3ed67,alwasl,55.257259,25.209005,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-7b44dd2042,alwasl,55.25729,25.208946,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-317a37de86,alwasl,55.257191,25.208939,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-0449562895,alwasl,55.25754,25.209083,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-0e748409b0,alwasl,55.257765,25.209095,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-61ab7d6a41,alwasl,55.257641,25.209047,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-5f3c767e46,alwasl,55.25759,25.208971,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-9c227a1f37,alwasl,55.257336,25.208905,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-c6f2ed18a5,alwasl,55.257844,25.208949,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-46a9789b90,alwasl,55.257482,25.208829,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-0c5f94b740,alwasl,55.25756,25.208788,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-2508c50a4a,alwasl,55.257756,25.208797,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-35a7d7c077,alwasl,55.257645,25.210266,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-6d226ea1c2,alwasl,55.256569,25.209622,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-4afcfe72b2,alwasl,55.256705,25.209791,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-bbf60e670a,alwasl,55.256545,25.209754,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-27479279d4,alwasl,55.256561,25.209806,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-1d963a8a54,alwasl,55.256716,25.210011,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-8ac6d4fce2,alwasl,55.256629,25.209872,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-32ab47bd67,alwasl,55.25697,25.210253,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-e83b67dff5,alwasl,55.257078,25.21019,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-9d7ad434e8,alwasl,55.257556,25.210076,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-17bed906db,alwasl,55.25752,25.210049,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-d6b6d76f31,alwasl,55.257752,25.209894,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-878b2598a5,alwasl,55.257988,25.209828,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-78f128af93,alwasl,55.257923,25.209784,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-44b574b2c6,alwasl,55.256081,25.209085,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-ef6044223b,alwasl,55.256119,25.209151,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-8ffe89a17f,alwasl,55.256146,25.209165,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-2481925e2b,alwasl,55.256187,25.209225,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-08edbf675b,alwasl,55.256115,25.209263,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-64de1c81e4,alwasl,55.25625,25.209357,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-ca28c14a19,alwasl,55.256298,25.209415,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-b61ef9dbfb,alwasl,55.256509,25.209694,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-eb36f97bc7,alwasl,55.256439,25.209593,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-ba2edf4d20,alwasl,55.257124,25.210799,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-34b6334d45,alwasl,55.257423,25.210952,10.2,3,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-186cfb9083,alwasl,55.252497,25.202908,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-31fa6d21ca,alwasl,55.252466,25.20283,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-f55fd88a9a,alwasl,55.252358,25.202866,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-673e34dddb,alwasl,55.252332,25.202782,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-a0933ecf1a,alwasl,55.252257,25.202686,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-5b93236b0b,alwasl,55.25255,25.203056,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-4f9cba6b01,alwasl,55.25265,25.203136,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-c21f54d0e1,alwasl,55.252559,25.203193,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-a7157b86c6,alwasl,55.252426,25.203259,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-564cc4abf3,alwasl,55.252096,25.202849,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-c4ef947c84,alwasl,55.252087,25.202928,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-6567afea8f,alwasl,55.252294,25.203001,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-88a350da83,alwasl,55.252306,25.203096,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-97179bc547,alwasl,55.252003,25.202685,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-5c432a815f,alwasl,55.253025,25.204675,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-4240c592a0,alwasl,55.252925,25.204801,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-cce381e422,alwasl,55.252764,25.204291,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-e3c1b464fc,alwasl,55.252648,25.204137,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-8c4864a026,alwasl,55.253192,25.205141,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-d304c067f6,alwasl,55.253407,25.205436,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-1397e4eaef,alwasl,55.253461,25.205385,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-4d7e55548c,alwasl,55.253345,25.204645,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-ec6db84b26,alwasl,55.253368,25.204593,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-87f46363ea,alwasl,55.253275,25.204472,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-74f0880537,alwasl,55.253182,25.204295,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-69d5e19cab,alwasl,55.253361,25.204189,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-12f45c9a2b,alwasl,55.253271,25.203916,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-c94b8e525d,alwasl,55.253294,25.20401,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-e380300f7d,alwasl,55.253159,25.204002,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-cd15445e90,alwasl,55.253543,25.202488,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-8d4d0df742,alwasl,55.253507,25.202596,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-04396084ca,alwasl,55.253434,25.202548,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-466e63e20c,alwasl,55.253414,25.20239,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-fe2006408e,alwasl,55.253258,25.202256,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-db66a16198,alwasl,55.252906,25.202309,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-4bc7ba632e,alwasl,55.25292,25.20239,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-3f68c36e58,alwasl,55.25273,25.202472,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-47cce24a16,alwasl,55.253044,25.202072,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-6ae483b65a,alwasl,55.253178,25.202104,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-f68c6ff490,alwasl,55.253117,25.202244,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-47193b9e75,alwasl,55.253056,25.203668,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-7e1bfb0140,alwasl,55.252973,25.203689,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-13b02c2ca5,alwasl,55.252602,25.203623,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-206e59d78c,alwasl,55.252572,25.203427,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-c675ecbd32,alwasl,55.25475,25.204434,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-be5ce326f1,alwasl,55.254711,25.204627,8.0,2,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-4557514a61,alwasl,55.254626,25.204401,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-7841269485,alwasl,55.254602,25.204615,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-f3e24de257,alwasl,55.254538,25.204483,8.0,2,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-e50434c745,alwasl,55.254305,25.204534,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-6f68611432,alwasl,55.254242,25.20456,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-4f3c8757b4,alwasl,55.254455,25.204841,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-6ee80499fb,alwasl,55.254546,25.204845,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-30f4cd043d,alwasl,55.254503,25.204786,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-9f8716ed24,alwasl,55.254449,25.204731,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-b13868be9b,alwasl,55.254358,25.204622,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-12c264f758,alwasl,55.254128,25.204742,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-9ada0b5388,alwasl,55.253996,25.204743,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-c5d27414bd,alwasl,55.253426,25.204752,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-f7802fcf9b,alwasl,55.253476,25.204714,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-4c2af58843,alwasl,55.253459,25.20462,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-f2e5f9e873,alwasl,55.253627,25.204517,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-2b2d8b7414,alwasl,55.253036,25.202639,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-a833c3657c,alwasl,55.253078,25.202691,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-f3e6ac985e,alwasl,55.253914,25.203927,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-d8991a9fb1,alwasl,55.253735,25.204037,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-d5a33638ec,alwasl,55.253822,25.203978,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-58bd7b378c,alwasl,55.254154,25.204069,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-f320db08d5,alwasl,55.254035,25.204056,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-2378f5a006,alwasl,55.253846,25.204185,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-f2ca0888da,alwasl,55.254068,25.204257,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-8be73fe1b0,alwasl,55.254057,25.204173,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-6041c4ed08,alwasl,55.254139,25.204143,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-0dbb8a50c9,alwasl,55.2542,25.204108,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-8c8002e17e,alwasl,55.254188,25.204247,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-9edf30585e,alwasl,55.25417,25.204175,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-56329dc58f,alwasl,55.254207,25.204144,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-0215b5ef6f,alwasl,55.254016,25.204347,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-240b4d157d,alwasl,55.25393,25.204308,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-ebec2161e1,alwasl,55.253529,25.202744,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-af6b1d2f0a,alwasl,55.253647,25.202825,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-404e7ce341,alwasl,55.25378,25.202804,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-7e28b42be7,alwasl,55.253806,25.202996,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-e4d6524cb6,alwasl,55.253955,25.203107,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-e366354202,alwasl,55.25462,25.204244,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-6d275fe477,alwasl,55.254251,25.20362,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-de89d31d72,alwasl,55.254305,25.203652,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-07d3e2ad22,alwasl,55.254171,25.203254,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-0fc1959689,alwasl,55.254121,25.203288,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-a399c9b30c,alwasl,55.25398,25.203349,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-ae29a76a99,alwasl,55.254049,25.203404,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-f7649c9e42,alwasl,55.255243,25.204029,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-75908194ad,alwasl,55.255274,25.203982,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-42c69c3d2c,alwasl,55.255153,25.203912,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-3ff4a7c4b0,alwasl,55.255424,25.204131,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-63c3f2e18b,alwasl,55.255633,25.204094,8.0,2,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-e8596375f2,alwasl,55.255777,25.204099,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-28763dbb2d,alwasl,55.255715,25.204027,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-b8337ab52a,alwasl,55.255624,25.203899,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-cfe6d4e54e,alwasl,55.255562,25.203791,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-83031876a0,alwasl,55.255457,25.203674,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-17128c0819,alwasl,55.255146,25.203822,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-69226b2918,alwasl,55.255366,25.203796,8.0,2,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-d52ecec344,alwasl,55.254378,25.203778,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-f9510e6c47,alwasl,55.254482,25.203979,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-c3e6548d21,alwasl,55.254589,25.204125,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-5225b064b0,alwasl,55.253565,25.203905,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-6844c6a5ee,alwasl,55.253593,25.203852,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-2a9ebe3973,alwasl,55.253676,25.203809,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-6b43db9e8e,alwasl,55.253804,25.204119,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-9fd294ca58,alwasl,55.253916,25.203837,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-49dfea7b1c,alwasl,55.253399,25.202994,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-2cfc7504df,alwasl,55.253332,25.202984,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-2acc39b8be,alwasl,55.253209,25.202896,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-1dc1e9880d,alwasl,55.25305,25.203071,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-e965ebf603,alwasl,55.253361,25.203069,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-15f65ac693,alwasl,55.253264,25.203038,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-18168efaef,alwasl,55.253122,25.203129,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-93a1d460f3,alwasl,55.253448,25.203169,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-ea0182b935,alwasl,55.253429,25.203215,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-f355220eb5,alwasl,55.253496,25.203244,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-ae3d24f7ec,alwasl,55.253368,25.203331,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-66ec2ff0f8,alwasl,55.253325,25.203288,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-e09ba260e1,alwasl,55.253308,25.203148,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-aaf018003c,alwasl,55.253219,25.203176,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-252d8dfc04,alwasl,55.253173,25.203242,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-17960833c4,alwasl,55.25327,25.203486,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-a54a90bfd6,alwasl,55.253352,25.203404,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-f52dfebfb6,alwasl,55.253492,25.203356,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-fe28077537,alwasl,55.253593,25.20332,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-7ce0348163,alwasl,55.25379,25.203529,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-105565409d,alwasl,55.253721,25.203578,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-784d87ee07,alwasl,55.253675,25.203491,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-4d766d2670,alwasl,55.253702,25.203398,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-ca5b0bbfbc,alwasl,55.253655,25.203424,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-2f577cf11b,alwasl,55.253577,25.203522,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-ffb16e56dd,alwasl,55.253586,25.203481,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-8245996bac,alwasl,55.253588,25.203664,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-cc7a0b3e16,alwasl,55.253522,25.203703,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-c4ba047bb9,alwasl,55.253463,25.203671,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-25dab03a06,alwasl,55.253471,25.203762,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-ed520b0666,alwasl,55.253879,25.203725,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-033cbee292,alwasl,55.253766,25.203632,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-1e0510ee9b,alwasl,55.253803,25.203675,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-e1650b1d22,alwasl,55.253815,25.203766,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-06dfff51f2,alwasl,55.253726,25.203715,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-190aa15073,alwasl,55.252893,25.202865,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-4c54b9acc6,alwasl,55.253179,25.20282,12.0,4,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-23307987cd,alwasl,55.257003,25.203025,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-87660a1c02,alwasl,55.256397,25.20325,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-a22257408c,alwasl,55.256343,25.20306,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-2af1627052,alwasl,55.256352,25.203116,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-c4df914c8c,alwasl,55.256512,25.203199,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-d9fe371107,alwasl,55.256685,25.203143,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-8eed4a31c5,alwasl,55.256635,25.203057,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-836c6b598c,alwasl,55.256543,25.202989,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-17f4a31c75,alwasl,55.256609,25.202976,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-8dd67abe0e,alwasl,55.25663,25.202936,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-816d663c53,alwasl,55.256672,25.202994,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-248c84949a,alwasl,55.256796,25.203119,8.0,2,,,UNKNOWN,,,0.0,,,,,,False
DXB-ALWASL-e4d4623a79,alwasl,55.256788,25.202882,4.0,1,,,UNKNOWN,,,0.0,,,,,,False
